qid,question,answer,context
290,Văn phòng Đảng Uỷ do ai thành lập?,"Bí thư Đảng ủy, trực tiếp quản lý và điều hành hoạt động, công tác hàng ngày của Văn phòng Đảng ủy.","Khoa Công nghệ Vật liệu
Cơ cấu nhân sự: 
Ban Chủ nhiệm Khoa
Trưởng khoa: TS. Nguyễn Khánh Sơn (Email: ksnguyen@hcmut.edu.vn)
Lãnh đạo và quản lý toàn diện mọi hoạt động thuộc chức năng, nhiệm vụ và quyền hạn của Khoa, Trưởng khoa theo Quy chế tạm thời về tổ chức và hoạt động của Nhà Trường và các văn bản pháp lý liên quan. Chịu trách nhiệm trước Hiệu trưởng Trường Đại học Bách khoa về mọi mặt công tác thuộc chức năng, nhiệm vụ và quyền hạn của Khoa.
Trực tiếp chỉ đạo, xử lý và ký công văn, giấy tờ... công việc các mảng:
Triển khai chiến lược định hướng phát triển chung Khoa, tổ chức - nhân sự, kế hoạch - tài chính, cơ sở vật chất, thi đua - khen thưởng, các hội đồng;
Hệ thống quy trình, quản lý chất lượng theo tiêu chuẩn ISO 9001:2015;
An ninh nội bộ, An toàn vệ sinh lao động, Phòng cháy chữa cháy;
Truyền thông thương hiệu, Phong trào đoàn thể;
Kế hoạch họp giao ban hàng tháng, tổng kết và báo cáo tháng/năm;
Hướng nghiệp người học - Tuyển sinh;
Cựu sinh viên - Quan hệ Doanh nghiệp."
291,Chức năng của văn phòng Đảng Uỷ?,"Tổng hợp, cán bộ, tài chính và các công tác khác theo phân công.","Khoa Công nghệ Vật liệu
Cơ cấu nhân sự: 
Ban Chủ nhiệm Khoa
Trưởng khoa: TS. Nguyễn Khánh Sơn (Email: ksnguyen@hcmut.edu.vn)
Lãnh đạo và quản lý toàn diện mọi hoạt động thuộc chức năng, nhiệm vụ và quyền hạn của Khoa, Trưởng khoa theo Quy chế tạm thời về tổ chức và hoạt động của Nhà Trường và các văn bản pháp lý liên quan. Chịu trách nhiệm trước Hiệu trưởng Trường Đại học Bách khoa về mọi mặt công tác thuộc chức năng, nhiệm vụ và quyền hạn của Khoa.
Trực tiếp chỉ đạo, xử lý và ký công văn, giấy tờ... công việc các mảng:
Triển khai chiến lược định hướng phát triển chung Khoa, tổ chức - nhân sự, kế hoạch - tài chính, cơ sở vật chất, thi đua - khen thưởng, các hội đồng;
Hệ thống quy trình, quản lý chất lượng theo tiêu chuẩn ISO 9001:2015;
An ninh nội bộ, An toàn vệ sinh lao động, Phòng cháy chữa cháy;
Truyền thông thương hiệu, Phong trào đoàn thể;
Kế hoạch họp giao ban hàng tháng, tổng kết và báo cáo tháng/năm;
Hướng nghiệp người học - Tuyển sinh;
Cựu sinh viên - Quan hệ Doanh nghiệp."
292,Cơ cấu nhân sự của Đảng Uỷ bao gồm những ai?,"Văn thư lưu trữ, đảng vụ và các công tác khác theo phân công.","Khoa Công nghệ Vật liệu
Cơ cấu nhân sự: 
Ban Chủ nhiệm Khoa
Trưởng khoa: TS. Nguyễn Khánh Sơn (Email: ksnguyen@hcmut.edu.vn)
Lãnh đạo và quản lý toàn diện mọi hoạt động thuộc chức năng, nhiệm vụ và quyền hạn của Khoa, Trưởng khoa theo Quy chế tạm thời về tổ chức và hoạt động của Nhà Trường và các văn bản pháp lý liên quan. Chịu trách nhiệm trước Hiệu trưởng Trường Đại học Bách khoa về mọi mặt công tác thuộc chức năng, nhiệm vụ và quyền hạn của Khoa.
Trực tiếp chỉ đạo, xử lý và ký công văn, giấy tờ... công việc các mảng:
Triển khai chiến lược định hướng phát triển chung Khoa, tổ chức - nhân sự, kế hoạch - tài chính, cơ sở vật chất, thi đua - khen thưởng, các hội đồng;
Hệ thống quy trình, quản lý chất lượng theo tiêu chuẩn ISO 9001:2015;
An ninh nội bộ, An toàn vệ sinh lao động, Phòng cháy chữa cháy;
Truyền thông thương hiệu, Phong trào đoàn thể;
Kế hoạch họp giao ban hàng tháng, tổng kết và báo cáo tháng/năm;
Hướng nghiệp người học - Tuyển sinh;
Cựu sinh viên - Quan hệ Doanh nghiệp."
293,Đồng chí Lê Minh Phương phụ trách làm gì?,Địa chỉ: Tầng trệt nhà A1. SĐT: 0283 864 256 \- 7120,"Văn phòng Khoa.
Bộ môn
Bộ môn Kỹ thuật hệ thống công nghiệp
Trưởng bộ môn: TS. Nguyễn Vạng Phúc Nguyên
Email: nguyennvp@hcmut.edu.vn
Bộ môn Thiết bị & Công nghệ Vật liệu cơ khí
Trưởng bộ môn: PGS. TS. Nguyễn Thanh Hải
Email: haint@hcmut.edu.vn
Bộ môn Cơ điện tử
Trưởng bộ môn: TS. Phùng Trí Công
Email: ptcong@hcmut.edu.vn
Bộ môn Thiết kế máy
Trưởng bộ môn: TS. Nguyễn Vũ Thịnh
Email: vuthinh.n@hcmut.edu.vn
Bộ môn Kỹ thuật dệt may
Trưởng bộ môn: TS. Lê Song Thanh Quỳnh
Email: lstquynh@hcmut.edu.vn
Bộ môn Chế tạo máy
Trưởng bộ môn: TS. Trần Hải Nam
Email: namth@hcmut.edu.vn
Bộ môn Kỹ thuật Máy xây dựng & Nâng chuyển
Trưởng bộ môn: PGS. TS. Lưu Thanh Tùng
Email: ttluu@hcmut.edu.vn
Bộ môn Công nghệ nhiệt lạnh
Trưởng bộ môn: TS. Hà Anh Tùng
Email: ha-tung@hcmut.edu.vn
Bộ môn Quản lý và kỹ thuật bảo trì
Trưởng bộ môn: PGS. TS. Nguyễn Thanh Trương
Email: thtruong@hcmut.edu.vn"
294,Đồng chí Triệu Thị Lan Hương làm gì?,Địa chỉ: Tầng trệt nhà A1. SĐT: 0283 864 256 \- 7120,"Văn phòng Khoa.
Bộ môn
Bộ môn Kỹ thuật hệ thống công nghiệp
Trưởng bộ môn: TS. Nguyễn Vạng Phúc Nguyên
Email: nguyennvp@hcmut.edu.vn
Bộ môn Thiết bị & Công nghệ Vật liệu cơ khí
Trưởng bộ môn: PGS. TS. Nguyễn Thanh Hải
Email: haint@hcmut.edu.vn
Bộ môn Cơ điện tử
Trưởng bộ môn: TS. Phùng Trí Công
Email: ptcong@hcmut.edu.vn
Bộ môn Thiết kế máy
Trưởng bộ môn: TS. Nguyễn Vũ Thịnh
Email: vuthinh.n@hcmut.edu.vn
Bộ môn Kỹ thuật dệt may
Trưởng bộ môn: TS. Lê Song Thanh Quỳnh
Email: lstquynh@hcmut.edu.vn
Bộ môn Chế tạo máy
Trưởng bộ môn: TS. Trần Hải Nam
Email: namth@hcmut.edu.vn
Bộ môn Kỹ thuật Máy xây dựng & Nâng chuyển
Trưởng bộ môn: PGS. TS. Lưu Thanh Tùng
Email: ttluu@hcmut.edu.vn
Bộ môn Công nghệ nhiệt lạnh
Trưởng bộ môn: TS. Hà Anh Tùng
Email: ha-tung@hcmut.edu.vn
Bộ môn Quản lý và kỹ thuật bảo trì
Trưởng bộ môn: PGS. TS. Nguyễn Thanh Trương
Email: thtruong@hcmut.edu.vn"
295,Đồng chí Thiều Thương Thương phụ trách công việc gì?,Phần giới thiệu về Công đoàn trong file 3,"Khoa Công nghệ Vật liệu
Cơ cấu nhân sự: 
Ban Chủ nhiệm Khoa
Trưởng khoa: TS. Nguyễn Khánh Sơn (Email: ksnguyen@hcmut.edu.vn)
Lãnh đạo và quản lý toàn diện mọi hoạt động thuộc chức năng, nhiệm vụ và quyền hạn của Khoa, Trưởng khoa theo Quy chế tạm thời về tổ chức và hoạt động của Nhà Trường và các văn bản pháp lý liên quan. Chịu trách nhiệm trước Hiệu trưởng Trường Đại học Bách khoa về mọi mặt công tác thuộc chức năng, nhiệm vụ và quyền hạn của Khoa.
Trực tiếp chỉ đạo, xử lý và ký công văn, giấy tờ... công việc các mảng:
Triển khai chiến lược định hướng phát triển chung Khoa, tổ chức - nhân sự, kế hoạch - tài chính, cơ sở vật chất, thi đua - khen thưởng, các hội đồng;
Hệ thống quy trình, quản lý chất lượng theo tiêu chuẩn ISO 9001:2015;
An ninh nội bộ, An toàn vệ sinh lao động, Phòng cháy chữa cháy;
Truyền thông thương hiệu, Phong trào đoàn thể;
Kế hoạch họp giao ban hàng tháng, tổng kết và báo cáo tháng/năm;
Hướng nghiệp người học - Tuyển sinh;
Cựu sinh viên - Quan hệ Doanh nghiệp."
296,Văn phòng Đảng Uỷ nằm ở đâu ?,"Công đoàn trường Đại học Bách khoa xác định rõ vị trí của mình là một tổ chức Chính trị \- Xã hội của người lao động, là thành viên trong hệ thống chính trị xã hội, giữ vai trò tác động ở các lĩnh vực: chính trị \- kinh tế \- văn hóa tư tưởng – xã hội trong hoạt động của nhà trường đã vượt qua mọi khó khăn thử thách, vươn lên vững mạnh nhằm thực hiện tốt các chức năng của công đoàn. Trong đó, chức năng bảo vệ quyền và lợi ích hợp pháp chính đáng của người lao động mang ý nghĩa trung tâm \- mục tiêu hoạt động công đoàn. Từ chức năng này công đoàn trường đã định ra các nhiệm vụ cụ thể cho từng năm học, từng nhiệm kỳ do vậy mà hoạt động công đoàn trường đã mang lại hiệu quả thiết thực đến đoàn viên công đoàn và người lao động.","Khoa Khoa học và Kỹ thuật Máy tính
Cơ cấu nhân sự: 
Ban Chủ nhiệm Khoa
Trưởng khoa: PGS. TS. Quản Thành Thơ (Email: qttho@hcmut.edu.vn)
Phó Trưởng khoa: PGS. TS. Phạm Quốc Cường
Phó Trưởng khoa: PGS. TS. Phạm Hoàng Anh
Phó Trưởng khoa: PGS. TS. Trần Ngọc Thịnh
Bộ môn
Bộ môn Công nghệ Phần mềm: Trưởng bộ môn: TS. Trương Tuấn Anh
Bộ môn Hệ thống thông tin: Khoa trực tiếp phụ trách
Bộ môn Hệ thống và Mạng máy tính: Trưởng bộ môn: TS. Nguyễn Đức Thái
Bộ môn Khoa học Máy tính: Trưởng bộ môn: PGS. TS. Lê Hồng Trang
Bộ môn Kỹ thuật Máy tính: Khoa trực tiếp phụ trách
Đào tạo:
Bậc Đại học: 
Chương trình Tiêu chuẩn: 
Khoa học Máy tính: Chuyên ngành: Khoa học Máy tính, Công nghệ Dữ liệu và Dữ liệu lớn, An ninh Hệ thống và Mạng, Trí tuệ Nhân tạo, Công nghệ Phần mềm
Kỹ thuật Máy tính: Chuyên ngành: Kỹ thuật Máy tính, Hệ thống Tính toán Nâng cao, Internet Vạn vật, Thiết kế Vi mạch số
Chương trình Dạy và học bằng tiếng Anh: 
Khoa học Máy tính: Chuyên ngành: Khoa học Máy tính, Công nghệ Dữ liệu và Dữ liệu lớn, An ninh Hệ thống và Mạng, Trí tuệ Nhân tạo, Công nghệ Phần mềm
Kỹ thuật Máy tính: Chuyên ngành: Kỹ thuật Máy tính, Hệ thống Tính toán Nâng cao, Internet Vạn vật, Thiết kế Vi mạch số
Chương trình Định hướng Nhật Bản: Khoa học Máy tính: Chuyên ngành: Khoa học Máy tính, Công nghệ Dữ liệu và Dữ liệu lớn, An ninh Hệ thống và Mạng, Trí tuệ Nhân tạo, Công nghệ Phần mềm
Chương trình Chuyển tiếp Quốc tế: ngành Khoa học Máy tính, ngành Kỹ thuật Máy tính
Chương trình Liên kết Cử nhân Kỹ thuật Quốc tế: 
Trí tuệ nhân tạo
Công nghệ thông tin
Bậc Thạc sĩ
Khoa học Máy tính
Hệ thống Thông tin Quản lý
Xưởng, Phòng thí nghiệm:
PTN Tính toán hiệu năng cao
PTN Tính toán nâng cao
PTN HCMUT Renesas SuperH Lab
PTN An ninh mạng
PTN Trí tuệ nhân tạo
PTN Khoa học Dữ liệu
Trung tâm hợp tác nghiên cứu đổi mới và công nghệ HCMUT-UTS"
298,Công đoàn trường Đại học Bách khoa là gì?,Đ/c Lê Thị Hồng Nhan,"Khoa Kỹ thuật Giao thông
Cơ cấu nhân sự: 
Ban Chủ nhiệm Khoa
Trưởng khoa: PGS. TS. Trần Hữu Nhân (Email: thnhan@hcmut.edu.vn)
Phó Trưởng khoa: PGS. TS. Lê Tất Hiển (Email: hienlt@hcmut.edu.vn)
Phó Trưởng khoa: TS. Nguyễn Song Thanh Thảo (Email: nguyensongthanhthao@hcmut.edu.vn)
Bộ môn
Bộ môn Ô tô - Máy Động lực: 
Trưởng bộ môn: TS. Trần Đăng Long
Email: trandanglong@hcmut.edu.vn
Bộ môn Kỹ thuật Hàng không:
Trưởng bộ môn: TS. Lê Thị Hồng Hiếu
Email: honghieu.le@hcmut.edu.vn
Bộ môn Kỹ thuật Tàu thủy: 
Trưởng bộ môn: TS. Trần Hải
Email: haitran@hcmut.edu.vn"
299,Nhiệm vụ của Công đoàn trường Đại học Bách Khoa?,"Văn phòng Công đoàn nằm tại Phòng 102, tòa nhà A4. Địa chỉ cụ thể là: - **Địa chỉ:** Phòng 102, tòa nhà A4- **Số điện thoại:** 0283 864 256 - 5121; 7121- **Email:** [lthnhan@hcmut.edu.vn](mailto:lthnhan@hcmut.edu.vn)Ngoài ra, bạn cũng có thể liên hệ qua số điện thoại của Chủ tịch Công đoàn là 0933 056 664.","Khoa Cơ khí
Cơ cấu nhân sự:
Ban Chủ nhiệm Khoa
Trưởng khoa: PGS. TS. Bùi Trọng Hiếu (Email: hieubt@hcmut.edu.vn)
Lãnh đạo và quản lý toàn diện mọi hoạt động thuộc chức năng, nhiệm vụ và quyền hạn của Trưởng khoa trong trường đại học; chịu trách nhiệm trước Hiệu trưởng Trường Đại học Bách khoa – ĐHQG-HCM và các lãnh đạo cấp trên về mọi mặt hoạt động của Khoa.
Trực tiếp chỉ đạo và quản lý công tác:
Tổ chức – nhân sự.
Tài chính, cơ sở vật chất.
Thi đua – khen thưởng.
Phát triển đào tạo.
Đoàn thể.
Dự án đầu tư.
Triển khai thực hiện chiến lược, định hướng phát triển Khoa.
Phó Trưởng khoa: TS. Phạm Minh Tuấn (Email: pminhtuan@hcmut.edu.vn)
			Phụ trách công tác:
Đào tạo đại học các hệ.
Đào tạo sau đại học.
Thực hành – Thí nghiệm.
Khảo thí – Bảo đảm Chất lượng."
300,Hoạt động công đoàn trường có mang lại lợi ích cho ai không?,"Phòng 102, tòa nhà A4","Phó Trưởng khoa: TS. Cao Xuân Việt (Email: caoxuanviet@hcmut.edu.vn)
Hỗ trợ Trưởng khoa, phụ trách lãnh đạo, quản lý hoạt động Đào tạo, Đảm bảo Chất lượng và Công tác sinh viên.
Trực tiếp chỉ đạo, xử lý và ký công văn, giấy tờ... công việc các mảng:
Chương trình và vận hành đào tạo Đại học (CT Tiêu chuẩn, CT Dạy và học bằng tiếng Anh, Vừa làm vừa học, chương trình Kỹ sư Chất lượng cao Việt-Pháp);
Giáo viên chủ nhiệm, cố vấn học tập, hoạt động hỗ trợ người học, công tác sinh viên;
Khảo thí, Đảm bảo chất lượng, kiểm định các chương trình;
Thư ký các hội đồng Ngành, hội đồng Khoa học- Đào tạo;
Chương trình và vận hành đào tạo Sau Đại học;
Tuyển sinh Sau Đại học, Liên thông Thạc sỹ - Kỹ sư;
Triển khai chiến lược định hướng phát triển và xây dựng, vận hành hệ thống quy trình, quản lý liên quan hoạt động phụ trách"
301,Chủ tịch của công đoàn là ai?,"- Tham mưu cho Đảng Ủy – Ban giám hiệu Trường và Thành Đoàn những nội dung, biện pháp chỉ đạo công tác Đoàn – Hội và phong trào thanh niên của Trường Đại học Bách khoa.  
- Lãnh đạo, chỉ đạo, hướng dẫn các Đoàn – Liên chi hội cơ sở và các chi Đoàn – chi Hội trực thuộc xây dựng các chương trình hành động phù hợp với chủ trương của Đảng Ủy và Đoàn – Hội cấp trên, phù hợp với nhu cầu chính đáng của Đoàn viên, Hội viên, thanh niên trong đơn vị.  
- Tổ chức các hoạt động cho toàn thể Đoàn viên, Hội viên, thanh niên trường Đại học Bách Khoa. Qua đó, góp phần giáo dục lý tưởng cách mạng, rèn luyện nhân cách, cùng Nhà trường đào tạo các trí thức trẻ vừa “hồng” vừa “chuyên”. Tuổi trẻ Bách Khoa: “Giỏi chuyên môn – Vững chính trị – Sáng tâm hồn – Khỏe thể chất”.","Khoa Quản lý Công nghiệp
Cơ cấu nhân sự: 
Ban Chủ nhiệm Khoa
Trưởng khoa: TS. Dương Như Hùng (Email: duongnhuhung@hcmut.edu.vn)
Phó Trưởng khoa: TS. Nguyễn Vũ Quang (Email: nvquang@hcmut.edu.vn)
Phó Trưởng khoa: TS. Huỳnh Thị Minh Châu (Email: htmchau@hcmut.edu.vn)
Phó Trưởng khoa: ThS. Trần Duy Thanh (Email: tdthanh@hcmut.edu.vn)
Bộ môn
Hệ thống thông tin quản lý: 
Trưởng bộ môn: PGS. TS. Phạm Quốc Trung
Email: pqtrung@hcmut.edu.vn
Bộ môn Quản lý Sản xuất Vận hành:
Trưởng bộ môn: TS. Lê Phước Luông
Email: lpluong@hcmut.edu.vn
Bộ môn Tài chính: 
Trưởng bộ môn: TS. Nguyễn Thu Hiền
Email: nthuhien@hcmut.edu.vn
Bộ môn Tiếp thị và Quản lý: 
Trưởng bộ môn: TS. Lê Thị Thanh Xuân
Email: lttxuan@hcmut.edu.vn"
302,Làm sao để liên lạc với chủ tích công đoàn?,"- Tham mưu cho Đảng Ủy – Ban giám hiệu Trường và Thành Đoàn những nội dung, biện pháp chỉ đạo công tác Đoàn – Hội và phong trào thanh niên của Trường Đại học Bách khoa.  
- Lãnh đạo, chỉ đạo, hướng dẫn các Đoàn – Liên chi hội cơ sở và các chi Đoàn – chi Hội trực thuộc xây dựng các chương trình hành động phù hợp với chủ trương của Đảng Ủy và Đoàn – Hội cấp trên, phù hợp với nhu cầu chính đáng của Đoàn viên, Hội viên, thanh niên trong đơn vị.  
- Tổ chức các hoạt động cho toàn thể Đoàn viên, Hội viên, thanh niên trường Đại học Bách Khoa. Qua đó, góp phần giáo dục lý tưởng cách mạng, rèn luyện nhân cách, cùng Nhà trường đào tạo các trí thức trẻ vừa “hồng” vừa “chuyên”. Tuổi trẻ Bách Khoa: “Giỏi chuyên môn – Vững chính trị – Sáng tâm hồn – Khỏe thể chất”.","Khoa Khoa học và Kỹ thuật Máy tính
Cơ cấu nhân sự: 
Ban Chủ nhiệm Khoa
Trưởng khoa: PGS. TS. Quản Thành Thơ (Email: qttho@hcmut.edu.vn)
Phó Trưởng khoa: PGS. TS. Phạm Quốc Cường
Phó Trưởng khoa: PGS. TS. Phạm Hoàng Anh
Phó Trưởng khoa: PGS. TS. Trần Ngọc Thịnh
Bộ môn
Bộ môn Công nghệ Phần mềm: Trưởng bộ môn: TS. Trương Tuấn Anh
Bộ môn Hệ thống thông tin: Khoa trực tiếp phụ trách
Bộ môn Hệ thống và Mạng máy tính: Trưởng bộ môn: TS. Nguyễn Đức Thái
Bộ môn Khoa học Máy tính: Trưởng bộ môn: PGS. TS. Lê Hồng Trang
Bộ môn Kỹ thuật Máy tính: Khoa trực tiếp phụ trách
Đào tạo:
Bậc Đại học: 
Chương trình Tiêu chuẩn: 
Khoa học Máy tính: Chuyên ngành: Khoa học Máy tính, Công nghệ Dữ liệu và Dữ liệu lớn, An ninh Hệ thống và Mạng, Trí tuệ Nhân tạo, Công nghệ Phần mềm
Kỹ thuật Máy tính: Chuyên ngành: Kỹ thuật Máy tính, Hệ thống Tính toán Nâng cao, Internet Vạn vật, Thiết kế Vi mạch số
Chương trình Dạy và học bằng tiếng Anh: 
Khoa học Máy tính: Chuyên ngành: Khoa học Máy tính, Công nghệ Dữ liệu và Dữ liệu lớn, An ninh Hệ thống và Mạng, Trí tuệ Nhân tạo, Công nghệ Phần mềm
Kỹ thuật Máy tính: Chuyên ngành: Kỹ thuật Máy tính, Hệ thống Tính toán Nâng cao, Internet Vạn vật, Thiết kế Vi mạch số
Chương trình Định hướng Nhật Bản: Khoa học Máy tính: Chuyên ngành: Khoa học Máy tính, Công nghệ Dữ liệu và Dữ liệu lớn, An ninh Hệ thống và Mạng, Trí tuệ Nhân tạo, Công nghệ Phần mềm
Chương trình Chuyển tiếp Quốc tế: ngành Khoa học Máy tính, ngành Kỹ thuật Máy tính
Chương trình Liên kết Cử nhân Kỹ thuật Quốc tế: 
Trí tuệ nhân tạo
Công nghệ thông tin
Bậc Thạc sĩ
Khoa học Máy tính
Hệ thống Thông tin Quản lý
Xưởng, Phòng thí nghiệm:
PTN Tính toán hiệu năng cao
PTN Tính toán nâng cao
PTN HCMUT Renesas SuperH Lab
PTN An ninh mạng
PTN Trí tuệ nhân tạo
PTN Khoa học Dữ liệu
Trung tâm hợp tác nghiên cứu đổi mới và công nghệ HCMUT-UTS"
303,Địa chỉ của văn phòng Công đoàn?,Bí thư Đoàn Thanh niên: Đ/c Phan Quốc Thái \- Email: phanquocthai@hcmut.edu.vn  \- SĐT: 0352789717,"Khoa Khoa học và Kỹ thuật Máy tính
Cơ cấu nhân sự: 
Ban Chủ nhiệm Khoa
Trưởng khoa: PGS. TS. Quản Thành Thơ (Email: qttho@hcmut.edu.vn)
Phó Trưởng khoa: PGS. TS. Phạm Quốc Cường
Phó Trưởng khoa: PGS. TS. Phạm Hoàng Anh
Phó Trưởng khoa: PGS. TS. Trần Ngọc Thịnh
Bộ môn
Bộ môn Công nghệ Phần mềm: Trưởng bộ môn: TS. Trương Tuấn Anh
Bộ môn Hệ thống thông tin: Khoa trực tiếp phụ trách
Bộ môn Hệ thống và Mạng máy tính: Trưởng bộ môn: TS. Nguyễn Đức Thái
Bộ môn Khoa học Máy tính: Trưởng bộ môn: PGS. TS. Lê Hồng Trang
Bộ môn Kỹ thuật Máy tính: Khoa trực tiếp phụ trách
Đào tạo:
Bậc Đại học: 
Chương trình Tiêu chuẩn: 
Khoa học Máy tính: Chuyên ngành: Khoa học Máy tính, Công nghệ Dữ liệu và Dữ liệu lớn, An ninh Hệ thống và Mạng, Trí tuệ Nhân tạo, Công nghệ Phần mềm
Kỹ thuật Máy tính: Chuyên ngành: Kỹ thuật Máy tính, Hệ thống Tính toán Nâng cao, Internet Vạn vật, Thiết kế Vi mạch số
Chương trình Dạy và học bằng tiếng Anh: 
Khoa học Máy tính: Chuyên ngành: Khoa học Máy tính, Công nghệ Dữ liệu và Dữ liệu lớn, An ninh Hệ thống và Mạng, Trí tuệ Nhân tạo, Công nghệ Phần mềm
Kỹ thuật Máy tính: Chuyên ngành: Kỹ thuật Máy tính, Hệ thống Tính toán Nâng cao, Internet Vạn vật, Thiết kế Vi mạch số
Chương trình Định hướng Nhật Bản: Khoa học Máy tính: Chuyên ngành: Khoa học Máy tính, Công nghệ Dữ liệu và Dữ liệu lớn, An ninh Hệ thống và Mạng, Trí tuệ Nhân tạo, Công nghệ Phần mềm
Chương trình Chuyển tiếp Quốc tế: ngành Khoa học Máy tính, ngành Kỹ thuật Máy tính
Chương trình Liên kết Cử nhân Kỹ thuật Quốc tế: 
Trí tuệ nhân tạo
Công nghệ thông tin
Bậc Thạc sĩ
Khoa học Máy tính
Hệ thống Thông tin Quản lý
Xưởng, Phòng thí nghiệm:
PTN Tính toán hiệu năng cao
PTN Tính toán nâng cao
PTN HCMUT Renesas SuperH Lab
PTN An ninh mạng
PTN Trí tuệ nhân tạo
PTN Khoa học Dữ liệu
Trung tâm hợp tác nghiên cứu đổi mới và công nghệ HCMUT-UTS"
